-0.2034	3.3789	0	0	-0.2034	3.3789	-0.0517	3.2969	-0.1719	0.9851
-0.346195	4.06318	-0.178472	0.85524	-0.3462	4.0632	-0.2923	4.0577	-0.4115	0.9114
-0.411097	4.9687	-0.0520359	1.21459	-0.4105	4.9704	-0.7145	4.7347	-0.6252	0.7804
-1.49626	5.4279	-2.0158	0.250194	-1.5099	5.4212	-1.2919	5.2854	-0.7997	0.6004
-1.87218	5.66832	0.385458	0.328381	-1.8544	5.6689	-1.988	5.6753	-0.9239	0.3827
-2.93041	5.92469	-2.28798	0.315992	-2.9505	5.9246	-2.7593	5.8798	-0.99	0.1409
-3.46751	5.88354	0.246765	-0.260115	-3.4484	5.8792	-3.5572	5.8861	-0.994	-0.1097
-4.18407	5.57794	-1.5454	-0.451315	-4.1976	5.5765	-4.3315	5.6937	-0.9354	-0.3535
-4.91311	5.36609	-0.55057	-0.15872	-4.9056	5.3683	-5.0337	5.3148	-0.8182	-0.575
-5.4551	4.70875	-0.749688	-1.19884	-5.4566	4.7009	-5.6197	4.7732	-0.6495	-0.7604
-6.16862	4.23817	-0.972805	-0.240839	-6.1703	4.2454	-6.0525	4.1029	-0.44	-0.898
-6.51401	3.52018	-0.123914	-1.27107	-6.5076	3.5124	-6.305	3.346	-0.2028	-0.9792
-6.55841	2.68688	-0.0165817	-0.911074	-6.5576	2.6896	-6.3614	2.5501	0.0471	-0.9989
-6.21488	1.64631	0.683148	-1.52238	-6.2096	1.6417	-6.218	1.7652	0.294	-0.9558
-5.82439	1.01433	0.377155	-0.373304	-5.8267	1.023	-5.884	1.0406	0.5225	-0.8527
-5.02517	0.584739	1.35283	-0.630106	-5.0178	0.5828	-5.3802	0.4218	0.7181	-0.6959
-4.84268	-0.0219805	-0.411782	-0.831389	-4.856	-0.0235	-4.7384	-0.0523	0.8686	-0.4955
-3.78149	-0.361421	2.31544	-0.192697	-3.7609	-0.3566	-3.9988	-0.3518	0.9646	-0.2639
-3.32129	-0.586155	-0.414798	-0.331108	-3.3419	-0.5872	-3.208	-0.458	0.9999	-0.0157
-2.33718	-0.460187	2.16598	0.435422	-2.3177	-0.4544	-2.4157	-0.3642	0.9724	0.2334
-1.79231	-0.242959	-0.163715	0.178294	-1.8099	-0.2449	-1.6715	-0.0764	0.8838	0.4679
-1.0925	0.57037	1.46559	1.49363	-1.0802	0.5803	-1.0223	0.3876	0.7397	0.673
-0.366687	1.06142	0.589619	0.113257	-0.3733	1.051	-0.5089	0.9983	0.5491	0.8358
-0.126276	1.70629	0.136034	1.20027	-0.1297	1.7145	-0.1635	1.7176	0.324	0.9461
0.00959956	2.69123	0.18908	1.24876	0.01	2.6916	-0.0079	2.5002	0.0785	0.9969
0.238648	3.24381	0.341629	0.373234	0.2398	3.2372	0.0345	3.2982	0.1409	0.99
0.339257	4.06664	0.00294659	1.40136	0.3367	4.0744	0.2511	4.0662	0.3827	0.9239
0.890671	4.80516	1.07974	0.651094	0.8988	4.7995	0.6518	4.7561	0.6004	0.7997
1.23952	5.30698	0.069862	0.613721	1.2319	5.3067	1.2116	5.3248	0.7804	0.6252
1.77963	6.0548	1.01949	1.11742	1.7868	6.0586	1.8952	5.7363	0.9114	0.4115
2.67985	5.84603	1.18545	-1.04517	2.6811	5.8297	2.6596	5.9649	0.9851	0.1719
3.43526	6.21486	0.807043	1.31797	3.4324	6.2327	3.4569	5.9962	0.9969	-0.0785
4.2162	5.79995	1.0724	-1.56353	4.2182	5.7782	4.2369	5.8283	0.9461	-0.3239
5.1347	5.62724	1.19122	0.55082	5.1356	5.6432	4.9507	5.4717	0.8358	-0.549
5.51242	5.01893	0.0630381	-1.50637	5.5039	5.0034	5.5533	4.9487	0.673	-0.7396
6.12449	4.32001	1.1645	-0.513684	6.1328	4.3275	6.007	4.2923	0.4679	-0.8838
6.21939	3.72207	-0.4764	-0.880402	6.207	3.7193	6.2832	3.5437	0.2334	-0.9724
6.51685	2.8286	0.854418	-1.25135	6.5269	2.8258	6.3645	2.75	-0.0157	-0.9999
6.06353	1.97847	-1.37514	-0.955323	6.0467	1.9807	6.2459	1.961	-0.2639	-0.9646
5.8413	1.19902	0.346533	-0.985098	5.8543	1.1988	5.9347	1.2262	-0.4955	-0.8686
5.37018	0.677651	-1.1211	-0.462046	5.3591	0.6816	5.4507	0.5919	-0.6959	-0.7181
4.99636	0.321599	-0.0952993	-0.435405	5.0041	0.3218	4.8241	0.0979	-0.8526	-0.5225
4.26017	-0.0640474	-1.38956	-0.5086	4.2504	-0.0646	4.0943	-0.2247	-0.9558	-0.294
3.28261	-0.41759	-1.12658	-0.403996	3.2846	-0.4168	3.3072	-0.3557	-0.9989	-0.0471
2.30769	-0.494348	-1.27104	0.0793086	2.3066	-0.4907	2.5123	-0.2868	-0.9792	0.2028
1.37239	-0.0223486	-1.11114	0.880547	1.3736	-0.0163	1.7594	-0.0225	-0.898	0.4399
1.04371	0.358195	-0.0124486	0.245339	1.052	0.3534	1.096	0.4208	-0.7604	0.6494
0.527594	1.02513	-1.0051	1.16839	0.5201	1.0321	0.5637	1.0152	-0.575	0.8181
0.167329	1.55174	-0.134707	0.368036	0.1739	1.5457	0.1959	1.7233	-0.3535	0.9354
0.0802931	2.39438	-0.0940535	1.44317	0.0806	2.4025	0.0157	2.5006	-0.1097	0.994
